?cls	?xref
<http://purl.obolibrary.org/obo/UBERON_0000079>	"UMLS:C0017422"
<http://purl.obolibrary.org/obo/UBERON_0000079>	"TGMA:0000634"
<http://purl.obolibrary.org/obo/UBERON_0000079>	<http://linkedlifedata.com/resource/umls/id/C0017422>
<http://purl.obolibrary.org/obo/UBERON_0000079>	"MA:0000396"
<http://purl.obolibrary.org/obo/UBERON_0000079>	"VHOG:0000725"
<http://purl.obolibrary.org/obo/UBERON_0000079>	"WBbt:0008423"
<http://purl.obolibrary.org/obo/UBERON_0000079>	"EHDAA2:0001054"
<http://purl.obolibrary.org/obo/UBERON_0000079>	"EFO:0000970"
<http://purl.obolibrary.org/obo/UBERON_0000079>	"CALOHA:TS-1310"
<http://purl.obolibrary.org/obo/UBERON_0000079>	"NCIT:C12722"
<http://purl.obolibrary.org/obo/UBERON_0000079>	"EHDAA:8136"
<http://purl.obolibrary.org/obo/UBERON_0000079>	"FMA:45664"
<http://purl.obolibrary.org/obo/UBERON_0000079>	<http://linkedlifedata.com/resource/umls/id/C1963704>
<http://purl.obolibrary.org/obo/UBERON_0000079>	<http://www.snomedbrowser.com/Codes/Details/361340001>
<http://purl.obolibrary.org/obo/UBERON_0000079>	"HAO:0000505"
<http://purl.obolibrary.org/obo/UBERON_0000079>	"EV:0100101"
<http://purl.obolibrary.org/obo/UBERON_0000079>	"XAO:0000155"
<http://purl.obolibrary.org/obo/UBERON_0000079>	"EMAPA:17968"
<http://purl.obolibrary.org/obo/UBERON_0000079>	<http://en.wikipedia.org/wiki/Male_reproductive_system_%28human%29>
<http://purl.obolibrary.org/obo/UBERON_0000022>	"MESH:D005241"
<http://purl.obolibrary.org/obo/UBERON_0000022>	"EFO:0000955"
<http://purl.obolibrary.org/obo/UBERON_0000022>	"GAID:1214"
<http://purl.obolibrary.org/obo/UBERON_0000022>	<http://en.wikipedia.org/wiki/Feather>
<http://purl.obolibrary.org/obo/UBERON_0000022>	"MAT:0000156"
<http://purl.obolibrary.org/obo/UBERON_0000022>	"BTO:0000447"
<http://purl.obolibrary.org/obo/UBERON_0000022>	"OpenCyc:Mx4rvVjW-5wpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000022>	<http://www.snomedbrowser.com/Codes/Details/410027006>
<http://purl.obolibrary.org/obo/UBERON_0001062>	"MA:0000001"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"TAO:0100000"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"AAO:0010841"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"HAO:0000000"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"FBbt_root:00000000"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"ZFA:0100000"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"FMA:62955"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"WBbt:0000100"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"UMLS:C1515976"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"FBbt:10000000"
<http://purl.obolibrary.org/obo/UBERON_0001062>	<http://orcid.org/0000-0001-9114-8737>
<http://purl.obolibrary.org/obo/UBERON_0001062>	"TGMA:0001822"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"BILA:0000000"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"AEO:0000000"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"NCIT:C12219"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"XAO:0000000"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"EHDAA2:0002229"
<http://purl.obolibrary.org/obo/UBERON_0001062>	<http://uri.neuinfo.org/nif/nifstd/birnlex_6>
<http://purl.obolibrary.org/obo/UBERON_0001062>	"CARO:0000000"
<http://purl.obolibrary.org/obo/UBERON_0001062>	<http://linkedlifedata.com/resource/umls/id/C1515976>
<http://purl.obolibrary.org/obo/UBERON_0005178>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0005178>	"MA:0000557"
<http://purl.obolibrary.org/obo/UBERON_0005178>	"EMAPA:37273"
<http://purl.obolibrary.org/obo/UBERON_0002113>	"GAID:423"
<http://purl.obolibrary.org/obo/UBERON_0002113>	<http://en.wikipedia.org/wiki/Reniculate_kidney>
<http://purl.obolibrary.org/obo/UBERON_0002113>	<http://www.snomedbrowser.com/Codes/Details/181414000>
<http://purl.obolibrary.org/obo/UBERON_0002113>	"BTO:0000671"
<http://purl.obolibrary.org/obo/UBERON_0002113>	<http://anatomy.uams.edu/anatomyhtml/kidney.html>
<http://purl.obolibrary.org/obo/UBERON_0002113>	"MAT:0000119"
<http://purl.obolibrary.org/obo/UBERON_0002113>	"OpenCyc:Mx4rvVjlYpwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0002113>	"EFO:0000929"
<http://purl.obolibrary.org/obo/UBERON_0002113>	"EMAPA:17373"
<http://purl.obolibrary.org/obo/UBERON_0002113>	"MESH:D007668"
<http://purl.obolibrary.org/obo/UBERON_0002113>	"UMLS:C0022646"
<http://purl.obolibrary.org/obo/UBERON_0002113>	"MA:0000368"
<http://purl.obolibrary.org/obo/UBERON_0002113>	"EV:0100096"
<http://purl.obolibrary.org/obo/UBERON_0002113>	"CALOHA:TS-0510"
<http://purl.obolibrary.org/obo/UBERON_0002113>	"FMA:7203"
<http://purl.obolibrary.org/obo/UBERON_0002113>	"NCIT:C12415"
<http://purl.obolibrary.org/obo/UBERON_0002113>	"galen:Kidney"
<http://purl.obolibrary.org/obo/UBERON_0002113>	<http://linkedlifedata.com/resource/umls/id/C0022646>
<http://purl.obolibrary.org/obo/UBERON_0002113>	<http://en.wikipedia.org/wiki/Kidney>
<http://purl.obolibrary.org/obo/UBERON_0002113>	"MIAA:0000119"
<http://purl.obolibrary.org/obo/UBERON_0002113>	"AAO:0000250"
<http://purl.obolibrary.org/obo/UBERON_0002113>	"XAO:0003267"
<http://purl.obolibrary.org/obo/UBERON_0001988>	<http://en.wikipedia.org/wiki/Fewmet>
<http://purl.obolibrary.org/obo/UBERON_0001988>	"BTO:0000440"
<http://purl.obolibrary.org/obo/UBERON_0001988>	<http://en.wikipedia.org/wiki/Cow_dung>
<http://purl.obolibrary.org/obo/UBERON_0001988>	<http://www.ncbi.nlm.nih.gov/pubmed/23285307>
<http://purl.obolibrary.org/obo/UBERON_0001988>	"OpenCyc:Mx4rvVjJMZwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001988>	"MAT:0000053"
<http://purl.obolibrary.org/obo/UBERON_0001988>	"MA:0002509"
<http://purl.obolibrary.org/obo/UBERON_0001988>	"galen:Feces"
<http://purl.obolibrary.org/obo/UBERON_0001988>	<http://en.wikipedia.org/wiki/Feces>
<http://purl.obolibrary.org/obo/UBERON_0001988>	"UMLS:C0015733"
<http://purl.obolibrary.org/obo/UBERON_0001988>	"FMA:64183"
<http://purl.obolibrary.org/obo/UBERON_0001988>	<http://en.wikipedia.org/wiki/Spraint>
<http://purl.obolibrary.org/obo/UBERON_0001988>	<http://linkedlifedata.com/resource/umls/id/C0015733>
<http://purl.obolibrary.org/obo/UBERON_0001988>	"NCIT:C13234"
<http://purl.obolibrary.org/obo/UBERON_0001988>	"ENVO:00002003"
<http://purl.obolibrary.org/obo/UBERON_0001988>	"MIAA:0000053"
<http://purl.obolibrary.org/obo/UBERON_0001988>	<http://www.merriam-webster.com/dictionary/feces>
<http://purl.obolibrary.org/obo/UBERON_0001988>	"MESH:D005243"
<http://purl.obolibrary.org/obo/UBERON_0001988>	<http://en.wikipedia.org/wiki/Frass>
<http://purl.obolibrary.org/obo/UBERON_0001988>	"CALOHA:TS-2345"
<http://purl.obolibrary.org/obo/UBERON_0001988>	<http://en.wikipedia.org/wiki/Guano>
<http://purl.obolibrary.org/obo/UBERON_0001988>	"GAID:1199"
<http://purl.obolibrary.org/obo/UBERON_0007779>	"ncithesaurus:Transudate"
<http://purl.obolibrary.org/obo/UBERON_0007779>	"MESH:D005122"
<http://purl.obolibrary.org/obo/UBERON_0007779>	<http://medical-dictionary.thefreedictionary.com/transudate>
<http://purl.obolibrary.org/obo/UBERON_0007779>	"FMA:12276"
<http://purl.obolibrary.org/obo/UBERON_0007779>	"GAID:1195"
<http://purl.obolibrary.org/obo/UBERON_0034947>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0000165>	"galen:Mouth"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"GAID:75"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"TADS:0000040"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"BTO:0001090"
<http://purl.obolibrary.org/obo/UBERON_0000165>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0000165>	"TGMA:0000131"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"MA:0000341"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"MAT:0000038"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"TAO:0000590"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"OpenCyc:Mx4rvVidh5wpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"ZFA:0000590"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"FBbt:00003126"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"MA:0002474"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"FMA:49184"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"BTO:0004698"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"AAO:0010355"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"VHOG:0000280"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"MIAA:0000038"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"EMAPA:16262"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"MESH:D009055"
<http://purl.obolibrary.org/obo/UBERON_0000165>	<http://www.snomedbrowser.com/Codes/Details/21082005>
<http://purl.obolibrary.org/obo/UBERON_0000165>	"TAO:0000547"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"FMA:TA"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"EFO:0000825"
<http://purl.obolibrary.org/obo/UBERON_0000165>	<http://purl.obolibrary.org/obo/uberon/images/lamprey_sucker_rosava_3238889218.jpg>
<http://purl.obolibrary.org/obo/UBERON_0000165>	"CALOHA:TS-1315"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"EHDAA:542"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"VHOG:0000812"
<http://purl.obolibrary.org/obo/UBERON_0000165>	<http://en.wikipedia.org/wiki/Mouth>
<http://purl.obolibrary.org/obo/UBERON_0000165>	"XAO:0003029"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"ZFA:0000547"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"EHDAA2:0001326"
<http://purl.obolibrary.org/obo/UBERON_0000165>	<https://github.com/obophenotype/uberon/wiki/The-digestive-tract>
<http://purl.obolibrary.org/obo/UBERON_0002368>	"EHDAA2:0003098"
<http://purl.obolibrary.org/obo/UBERON_0002368>	<http://www.snomedbrowser.com/Codes/Details/40818001>
<http://purl.obolibrary.org/obo/UBERON_0002368>	"FMA:9602"
<http://purl.obolibrary.org/obo/UBERON_0002368>	<http://linkedlifedata.com/resource/umls/id/C0014133>
<http://purl.obolibrary.org/obo/UBERON_0002368>	"NCIT:C12704"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"UMLS:C0014133"
<http://purl.obolibrary.org/obo/UBERON_0002368>	<http://en.wikipedia.org/wiki/Endocrine_gland>
<http://purl.obolibrary.org/obo/UBERON_0002368>	"GAID:335"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"MESH:D004702"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"CALOHA:TS-1300"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"BTO:0001488"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"AEO:0000098"
<http://purl.obolibrary.org/obo/UBERON_0002368>	<http://en.wikipedia.org/wiki/Ductless_gland>
<http://purl.obolibrary.org/obo/UBERON_0002368>	"OpenCyc:Mx4rvbkiRZwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"MA:0002563"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"EMAPA:35999"
<http://purl.obolibrary.org/obo/UBERON_0013703>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0001155>	"FMA:14543"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"BTO:0000269"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"EMAPA:18939"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"galen:Colon"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"CALOHA:TS-0158"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"MESH:A03.492.411.495.356"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"ZFIN:curator"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"VHOG:0000648"
<http://purl.obolibrary.org/obo/UBERON_0001155>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0001155>	"ZFA:0000706"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"NCIT:C12382"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"UMLS:C0009368"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"MA:0000335"
<http://purl.obolibrary.org/obo/UBERON_0001155>	<http://www.snomedbrowser.com/Codes/Details/302508007>
<http://purl.obolibrary.org/obo/UBERON_0001155>	"TAO:0000706"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"AAO:0010400"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"XAO:0000243"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"OpenCyc:Mx4rvgLEM5wpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001155>	<http://en.wikipedia.org/wiki/Colon_(anatomy)>
<http://purl.obolibrary.org/obo/UBERON_0001155>	"MAP:0000001"
<http://purl.obolibrary.org/obo/UBERON_0001155>	<http://linkedlifedata.com/resource/umls/id/C0009368>
<http://purl.obolibrary.org/obo/UBERON_0001155>	"GAID:309"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"MAT:0000526"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"EFO:0000361"
<http://purl.obolibrary.org/obo/UBERON_0001155>	"EV:0100079"
<http://purl.obolibrary.org/obo/UBERON_0006003>	<http://code.google.com/p/caro2/issues/detail?id=5>
<http://purl.obolibrary.org/obo/UBERON_0006003>	"GO:GO"
<http://purl.obolibrary.org/obo/UBERON_0006003>	"EMAPA:37883"
<http://purl.obolibrary.org/obo/UBERON_0006003>	<http://en.wikipedia.org/wiki/Skin_appendage>
<http://purl.obolibrary.org/obo/UBERON_0006003>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0002046>	"galen:ThyroidGland"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"MESH:D013961"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"UMLS:C0040132"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"OpenCyc:Mx4rvVjLT5wpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"EHDAA:2148"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"AAO:0010544"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"MA:0000129"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"CALOHA:TS-1047"
<http://purl.obolibrary.org/obo/UBERON_0002046>	<http://www.snomedbrowser.com/Codes/Details/181117000>
<http://purl.obolibrary.org/obo/UBERON_0002046>	"MIAA:0000081"
<http://purl.obolibrary.org/obo/UBERON_0002046>	<http://linkedlifedata.com/resource/umls/id/C0040132>
<http://purl.obolibrary.org/obo/UBERON_0002046>	"EFO:0000861"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"EV:0100133"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"NCIT:C12400"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"VHOG:0000418"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"FMA:9603"
<http://purl.obolibrary.org/obo/UBERON_0002046>	<http://en.wikipedia.org/wiki/Thyroid>
<http://purl.obolibrary.org/obo/UBERON_0002046>	"MAT:0000081"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"XAO:0000162"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"BTO:0001379"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"GAID:465"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"EHDAA2:0002028"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"EHDAA:2975"
<http://purl.obolibrary.org/obo/UBERON_0002046>	"EMAPA:17068"
<http://purl.obolibrary.org/obo/UBERON_0000042>	<http://en.wikipedia.org/wiki/Serous_membrane>
<http://purl.obolibrary.org/obo/UBERON_0000042>	<http://www.snomedbrowser.com/Codes/Details/362878009>
<http://purl.obolibrary.org/obo/UBERON_0000042>	"GAID:19"
<http://purl.obolibrary.org/obo/UBERON_0000042>	"NCIT:C13169"
<http://purl.obolibrary.org/obo/UBERON_0000042>	"ZFA:0005425"
<http://purl.obolibrary.org/obo/UBERON_0000042>	"FMA:9581"
<http://purl.obolibrary.org/obo/UBERON_0000042>	"MESH:D012704"
<http://purl.obolibrary.org/obo/UBERON_0000042>	<https://github.com/obophenotype/uberon/issues/86>
<http://purl.obolibrary.org/obo/UBERON_0000042>	"UMLS:C0036760"
<http://purl.obolibrary.org/obo/UBERON_0000042>	"TAO:0005425"
<http://purl.obolibrary.org/obo/UBERON_0000042>	<http://linkedlifedata.com/resource/umls/id/C0036760>
<http://purl.obolibrary.org/obo/UBERON_0006538>	"NCIT:C13722"
<http://purl.obolibrary.org/obo/UBERON_0006538>	"EMAPA:36550"
<http://purl.obolibrary.org/obo/UBERON_0006538>	"OBOL:automatic"
<http://purl.obolibrary.org/obo/UBERON_0006538>	"MA:0002533"
<http://purl.obolibrary.org/obo/UBERON_0006538>	"UMLS:C1514899"
<http://purl.obolibrary.org/obo/UBERON_0006538>	<http://linkedlifedata.com/resource/umls/id/C1514899>
<http://purl.obolibrary.org/obo/UBERON_0007794>	<http://en.wikipedia.org/wiki/Serous_fluid>
<http://purl.obolibrary.org/obo/UBERON_0007794>	"UBERON:cjm"
<http://purl.obolibrary.org/obo/UBERON_0006858>	"GO:0030325"
<http://purl.obolibrary.org/obo/UBERON_0006858>	"VHOG:0001141"
<http://purl.obolibrary.org/obo/UBERON_0036017>	"UBERON:cjm"
<http://purl.obolibrary.org/obo/UBERON_0006925>	"UBERON:cjm"
<http://purl.obolibrary.org/obo/UBERON_0006925>	"BTO:0000345"
<http://purl.obolibrary.org/obo/UBERON_0006925>	"AAO:0000130"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"EV:0100037"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"UMLS:C0028429"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"MIAA:0000139"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"EHDAA:1502"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"FMA:46472"
<http://purl.obolibrary.org/obo/UBERON_0000004>	<http://www.snomedbrowser.com/Codes/Details/181195007>
<http://purl.obolibrary.org/obo/UBERON_0000004>	"ZFA:0000047"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"CALOHA:TS-2037"
<http://purl.obolibrary.org/obo/UBERON_0000004>	<http://en.wikipedia.org/wiki/Nose>
<http://purl.obolibrary.org/obo/UBERON_0000004>	"TAO:0000047"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"BTO:0000840"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"EHDAA2:0001274"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"EV:0100370"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"MESH:D009666"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"MA:0000281"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"UBERON:cjm"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"NCIT:C12756"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"galen:Nose"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"GAID:77"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"EMAPA:16542"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"MAT:0000139"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"OpenCyc:Mx4rvViCbJwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000004>	<http://linkedlifedata.com/resource/umls/id/C0028429>
<http://purl.obolibrary.org/obo/UBERON_0002367>	"MA:0000404"
<http://purl.obolibrary.org/obo/UBERON_0002367>	"VHOG:0001261"
<http://purl.obolibrary.org/obo/UBERON_0002367>	"FMA:9600"
<http://purl.obolibrary.org/obo/UBERON_0002367>	"EMAPA:19287"
<http://purl.obolibrary.org/obo/UBERON_0002367>	"MESH:D011467"
<http://purl.obolibrary.org/obo/UBERON_0002367>	"GAID:392"
<http://purl.obolibrary.org/obo/UBERON_0002367>	"BTO:0001129"
<http://purl.obolibrary.org/obo/UBERON_0002367>	"OpenCyc:Mx4rv6trqZwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0002367>	"galen:ProstateGland"
<http://purl.obolibrary.org/obo/UBERON_0002367>	"UMLS:C0033572"
<http://purl.obolibrary.org/obo/UBERON_0002367>	"EV:0100104"
<http://purl.obolibrary.org/obo/UBERON_0002367>	<http://www.ncbi.nlm.nih.gov/pubmed/10668204>
<http://purl.obolibrary.org/obo/UBERON_0002367>	<http://www.snomedbrowser.com/Codes/Details/181422007>
<http://purl.obolibrary.org/obo/UBERON_0002367>	"NCIT:C12410"
<http://purl.obolibrary.org/obo/UBERON_0002367>	"CALOHA:TS-0828"
<http://purl.obolibrary.org/obo/UBERON_0002367>	"MAT:0000078"
<http://purl.obolibrary.org/obo/UBERON_0002367>	<http://en.wikipedia.org/wiki/Prostate>
<http://purl.obolibrary.org/obo/UBERON_0002367>	"GO:0030850"
<http://purl.obolibrary.org/obo/UBERON_0002367>	"MIAA:0000078"
<http://purl.obolibrary.org/obo/UBERON_0002367>	"EFO:0000858"
<http://purl.obolibrary.org/obo/UBERON_0002367>	<http://linkedlifedata.com/resource/umls/id/C0033572>
<http://purl.obolibrary.org/obo/UBERON_0000061>	"CARO:0000003"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"MA:0003000"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"AEO:0000003"
<http://purl.obolibrary.org/obo/UBERON_0000061>	<http://www.snomedbrowser.com/Codes/Details/362889002>
<http://purl.obolibrary.org/obo/UBERON_0000061>	"FMA:67135"
<http://purl.obolibrary.org/obo/UBERON_0000061>	<http://dbpedia.org/ontology/AnatomicalStructure>
<http://purl.obolibrary.org/obo/UBERON_0000061>	"TAO:0000037"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"AAO:0010825"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"HAO:0000003"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"FMA:305751"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"ZFA:0000037"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"EHDAA2:0003003"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"TGMA:0001823"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"XAO:0003000"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"BILA:0000003"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"VHOG:0001759"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"MESH:D000825"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"GAID:781"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"FBbt:00007001"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"EMAPA:0"
<http://purl.obolibrary.org/obo/UBERON_0000014>	"FMA:86166"
<http://purl.obolibrary.org/obo/UBERON_0000014>	"MAT:0000284"
<http://purl.obolibrary.org/obo/UBERON_0000014>	<http://www.snomedbrowser.com/Codes/Details/20795001>
<http://purl.obolibrary.org/obo/UBERON_0000014>	"MA:0000151"
<http://purl.obolibrary.org/obo/UBERON_0000014>	"EV:0100152"
<http://purl.obolibrary.org/obo/UBERON_0000014>	"MESH:D012867"
<http://purl.obolibrary.org/obo/UBERON_0000014>	"EHDAA:6530"
<http://purl.obolibrary.org/obo/UBERON_0000014>	"GAID:933"
<http://purl.obolibrary.org/obo/UBERON_0000014>	"EHDAA2:0001844"
<http://purl.obolibrary.org/obo/UBERON_0000014>	"VHOG:0000860"
<http://purl.obolibrary.org/obo/UBERON_0000014>	<http://en.wikipedia.org/wiki/Skin>
<http://purl.obolibrary.org/obo/UBERON_0000014>	"OpenCyc:Mx4rvVjX3ZwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000014>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0000014>	"EMAPA:17525"
<http://purl.obolibrary.org/obo/UBERON_0000014>	"MIAA:0000284"
<http://purl.obolibrary.org/obo/UBERON_0006539>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0006539>	"EMAPA:36538"
<http://purl.obolibrary.org/obo/UBERON_0006539>	"MA:0002505"
<http://purl.obolibrary.org/obo/UBERON_0006314>	<http://uri.neuinfo.org/nif/nifstd/birnlex_20>
<http://purl.obolibrary.org/obo/UBERON_0006314>	"MESH:A12.207"
<http://purl.obolibrary.org/obo/UBERON_0006314>	"galen:BodyFluid"
<http://purl.obolibrary.org/obo/UBERON_0006314>	<http://en.wikipedia.org/wiki/Body_fluid>
<http://purl.obolibrary.org/obo/UBERON_0006314>	"FMA:280556"
<http://purl.obolibrary.org/obo/UBERON_0006314>	"EMAPA:37441"
<http://purl.obolibrary.org/obo/UBERON_0006314>	"MESH:D001826"
<http://purl.obolibrary.org/obo/UBERON_0006314>	"GAID:266"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"MA:0000353"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"AAO:0000579"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"FMA:7148"
<http://purl.obolibrary.org/obo/UBERON_0000945>	<http://www.snomedbrowser.com/Codes/Details/181246003>
<http://purl.obolibrary.org/obo/UBERON_0000945>	"EV:0100070"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"VHOG:0000408"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"UMLS:C0038351"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"XAO:0000128"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"EFO:0000837"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"OpenCyc:Mx4rvVjlqpwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"EHDAA2:0001915"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"TAO:0002121"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"ANISEED:1235297"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"MIAA:0000051"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"BTO:0001307"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"GAID:293"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"NCIT:C12391"
<http://purl.obolibrary.org/obo/UBERON_0000945>	"CALOHA:TS-0980"
